time;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440;KT2440
14.50;0.075563232;0.04860482;0.060158425;0.037051215;0.040319385;2.894035867;5.655954364;5.521162308;5.548120719;5.59818634;5.732978397;0.07171203;0.040902417;0.044753619;0.033200014;0.035839453;2.974674637;5.594335139;5.609739945;5.432584671;5.459543082;5.686763977;0.09481924;0.064009627;0.067860828;0.040902417;0.035839453;3.091152861;5.548120719;5.867770453;5.447989478;5.521162308;5.721424792
14.75;0.075297631;0.04833922;0.059892825;0.036785615;0.040319385;2.889555935;5.705754385;5.551706321;5.594069539;5.647986361;5.751968805;0.075297631;0.040636817;0.044488019;0.032934414;0.035839453;2.974674637;5.667242369;5.517045506;5.486235894;5.52474791;5.725010393;0.09455364;0.059892825;0.07144643;0.040636817;0.035839453;3.104592656;5.613325547;5.663391168;5.482384692;5.570962329;5.748117603
15.00;0.075828832;0.04887042;0.060424025;0.037316816;0.040319385;2.907475662;5.744797602;5.571493529;5.640815158;5.698583182;5.767904811;0.075828832;0.041168017;0.045019219;0.033465614;0.031359522;2.988114432;5.721690392;5.54838632;5.521427908;5.575344731;5.756351206;0.09508484;0.060424025;0.075828832;0.041168017;0.035839453;3.113552519;5.660071166;5.552237521;5.532981513;5.617707948;5.771756013
15.25;0.075164831;0.098272041;0.086718436;0.052057622;0.040319385;2.934355252;5.613192747;5.447591077;5.513061505;5.559275924;5.38212065;0.079016033;0.07131363;0.075164831;0.044355219;0.035839453;3.014994022;5.69406798;5.470698287;5.5015079;5.536168714;5.509210303;0.098272041;0.067462428;0.079016033;0.055908823;0.035839453;3.135952177;5.678663174;5.412930263;5.516912706;5.582383134;5.38212065
15.5;0.075164831;0.04820642;0.055908823;0.036652815;0.040319385;2.92987532;5.898181666;5.647853561;5.744133601;5.774943214;5.713323988;0.079016033;0.040504017;0.044355219;0.028950412;0.035839453;3.023953885;5.890479263;5.582383134;5.632448755;5.678663174;5.71717519;0.098272041;0.090569638;0.082867235;0.040504017;0.035839453;3.144912041;5.85966965;5.543871118;5.62089515;5.697919182;5.736431198
15.75;0.075696032;0.04873762;0.056440024;0.037184016;0.040319385;2.952274979;5.93337368;5.663789568;5.76392081;5.787028019;5.721557592;0.075696032;0.041035217;0.044886419;0.029481612;0.035839453;3.041873612;5.944927285;5.62142635;5.683045576;5.71770639;5.694599181;0.098803241;0.07184483;0.083398435;0.041035217;0.035839453;3.158351836;5.856349648;5.582914334;5.667640769;5.733111197;5.733111197
16.00;0.075696032;0.04873762;0.056440024;0.037184016;0.040319385;2.952274979;5.968034495;5.663789568;5.775474414;5.790879221;5.721557592;0.075696032;0.044886419;0.052588822;0.029481612;0.035839453;3.046353544;5.994992906;5.648384761;5.721557592;5.752367205;5.690747979;0.098803241;0.083398435;0.091100838;0.041035217;0.040319385;3.167311699;5.887159261;5.602170342;5.698450382;5.76392081;5.736962398
16.25;0.075696032;0.04873762;0.056440024;0.037184016;0.040319385;2.970194705;6.045058527;5.686896777;5.798581624;5.802432826;5.710003987;0.075696032;0.041035217;0.044886419;0.029481612;0.035839453;3.068753202;6.033504922;5.659938366;5.744664802;5.771623213;5.690747979;0.098803241;0.064142427;0.083398435;0.041035217;0.040319385;3.185231426;5.960332092;5.617575148;5.725408794;5.779325616;5.733111197
16.50;0.079547233;0.04873762;0.056440024;0.037184016;0.040319385;2.974674637;6.072016938;5.702301584;5.817837632;5.813986431;5.721557592;0.075696032;0.041035217;0.044886419;0.029481612;0.035839453;3.073233134;6.07586814;5.683045576;5.771623213;5.790879221;5.698450382;0.098803241;0.056440024;0.091100838;0.044886419;0.040319385;3.189711358;5.998844108;5.636831156;5.752367205;5.794730422;5.729259995
16.75;0.075828832;0.04887042;0.056572824;0.037316816;0.040319385;2.965714774;6.09910815;5.725541594;5.833375239;5.833375239;5.733243997;0.075828832;0.041168017;0.045019219;0.029614412;0.035839453;3.073233134;6.110661755;5.706285586;5.794863223;5.810268029;5.710136787;0.098936041;0.052721622;0.087382437;0.041168017;0.040319385;3.198671221;6.025935319;5.663922368;5.775607215;5.814119231;5.737095198
17.00;0.075961632;0.04900322;0.056705624;0.037449616;0.040319385;2.974674637;6.122348159;5.733376797;5.83735924;5.833508039;5.725674394;0.075961632;0.041300817;0.045152019;0.029747212;0.035839453;3.082192997;6.157008974;5.714120789;5.806549627;5.818103232;5.714120789;0.099068841;0.060556825;0.083664035;0.037449616;0.040319385;3.207631084;6.110794555;5.679459974;5.791144821;5.818103232;5.733376797
17.25;0.075961632;0.04900322;0.060556825;0.037449616;0.040319385;2.992594364;6.187818587;5.744930402;5.848912845;5.83735924;5.733376797;0.075961632;0.041300817;0.045152019;0.029747212;0.035839453;3.109072587;6.19552099;5.733376797;5.821954434;5.829656837;5.71797199;0.099068841;0.056705624;0.09521764;0.041300817;0.044799317;3.221070879;6.103092151;5.694864781;5.802698426;5.825805635;5.737227998
17.50;0.07211043;0.04900322;0.060556825;0.037449616;0.040319385;2.997074295;6.2186282;5.760335208;5.856615248;5.845061644;5.737227998;0.075961632;0.041300817;0.045152019;0.029747212;0.035839453;3.109072587;6.226330603;5.748781603;5.833508039;5.833508039;5.725674394;0.099068841;0.056705624;0.087515237;0.037449616;0.040319385;3.230030743;6.141604168;5.714120789;5.814252031;5.833508039;5.7410792
17.75;0.07211043;0.04900322;0.056705624;0.037449616;0.040319385;3.01051409;6.245586611;5.779591216;5.868168853;5.852764047;5.748781603;0.075961632;0.045152019;0.045152019;0.029747212;0.035839453;3.122512382;6.272545022;5.756484007;5.833508039;5.841210442;5.733376797;0.099068841;0.056705624;0.075961632;0.041300817;0.044799317;3.243470538;6.183967385;5.725674394;5.821954434;5.83735924;5.744930402
18.00;0.07211043;0.04900322;0.056705624;0.037449616;0.040319385;3.001554227;6.257140216;5.787293619;5.872020055;5.856615248;5.76418641;0.075961632;0.041300817;0.04900322;0.029747212;0.035839453;3.122512382;6.29180103;5.775740015;5.845061644;5.845061644;5.737227998;0.099068841;0.056705624;0.091366438;0.04900322;0.035839453;3.24795047;6.199372192;5.7410792;5.829656837;5.845061644;5.744930402
18.25;0.07184483;0.04873762;0.060291225;0.037184016;0.040319385;3.019473954;6.260725817;5.794730422;5.879456858;5.871754455;5.76392081;0.075696032;0.041035217;0.04873762;0.029481612;0.035839453;3.144912041;6.310791438;5.775474414;5.844796043;5.844796043;5.748516003;0.098803241;0.052588822;0.087249636;0.041035217;0.044799317;3.261390265;6.253023414;5.752367205;5.833242439;5.848647245;5.748516003
18.50;0.075430432;0.04847202;0.060025625;0.036918415;0.040319385;3.032913749;6.260460217;5.798316024;5.883042459;5.871488855;5.76365521;0.075430432;0.040769617;0.044620819;0.029216012;0.035839453;3.158351836;6.337484249;5.775208814;5.844530443;5.840679242;5.752101605;0.098537641;0.052323222;0.079281633;0.044620819;0.040319385;3.27483006;6.295121032;5.755952806;5.832976838;5.840679242;5.752101605
18.75;0.07184483;0.04873762;0.060291225;0.037184016;0.040319385;3.041873612;6.256874616;5.817837632;5.88330806;5.879456858;5.775474414;0.075696032;0.041035217;0.044886419;0.029481612;0.035839453;3.167311699;6.349303454;5.787028019;5.848647245;5.840944842;5.76392081;0.098803241;0.056440024;0.083398435;0.041035217;0.044799317;3.283789923;6.31464264;5.767772011;5.83709364;5.844796043;5.760069608
19.00;0.07197763;0.04887042;0.056572824;0.037316816;0.044799317;3.050833476;6.253156214;5.814119231;5.88344086;5.875738456;5.771756013;0.075828832;0.045019219;0.04887042;0.029614412;0.035839453;3.180751494;6.376394666;5.791012021;5.856482448;5.841077642;5.767904811;0.098936041;0.056572824;0.083531235;0.041168017;0.040319385;3.30170965;6.33788265;5.775607215;5.841077642;5.848780045;5.760202408
19.25;0.07197763;0.04887042;0.060424025;0.037316816;0.040319385;3.050833476;6.241602609;5.825672835;5.887292061;5.875738456;5.775607215;0.075828832;0.04887042;0.056572824;0.029614412;0.035839453;3.180751494;6.384097069;5.794863223;5.852631247;5.841077642;5.767904811;0.098936041;0.056572824;0.079680033;0.041168017;0.044799317;3.30170965;6.376394666;5.783309618;5.841077642;5.852631247;5.76405361
19.50;0.07197763;0.04887042;0.056572824;0.037316816;0.044799317;3.073233134;6.230049004;5.829524037;5.887292061;5.879589658;5.775607215;0.075828832;0.045019219;0.04887042;0.029614412;0.035839453;3.198671221;6.364841061;5.791012021;5.848780045;5.83722644;5.775607215;0.098936041;0.068126428;0.083531235;0.045019219;0.040319385;3.319629376;6.403353077;5.783309618;5.83722644;5.852631247;5.771756013
19.75;0.07184483;0.04873762;0.060291225;0.037184016;0.044799317;3.077713066;6.222213801;5.833242439;5.887159261;5.887159261;5.787028019;0.075696032;0.044886419;0.04873762;0.029481612;0.035839453;3.203151153;6.349303454;5.806284027;5.856349648;5.844796043;5.775474414;0.09495204;0.060291225;0.07184483;0.041035217;0.049279249;3.333069171;6.43402989;5.787028019;5.844796043;5.856349648;5.775474414
20.00;0.07197763;0.04887042;0.056572824;0.037316816;0.044799317;3.082192997;6.199239392;5.841077642;5.898845666;5.891143263;5.783309618;0.075828832;0.04887042;0.052721622;0.029614412;0.035839453;3.212111016;6.326329045;5.810268029;5.856482448;5.848780045;5.783309618;0.098936041;0.060424025;0.079680033;0.045019219;0.040319385;3.333069171;6.438013891;5.794863223;5.848780045;5.86033365;5.783309618
20.25;0.07184483;0.04873762;0.060291225;0.037184016;0.044799317;3.100112724;6.17214818;5.848647245;5.898712866;5.891010463;5.787028019;0.075696032;0.041035217;0.052588822;0.029481612;0.035839453;3.234510674;6.279981825;5.810135229;5.856349648;5.848647245;5.783176818;0.09495204;0.064142427;0.087249636;0.041035217;0.044799317;3.35546883;6.445583495;5.798581624;5.844796043;5.86020085;5.783176818
20.50;0.07197763;0.04887042;0.060424025;0.037316816;0.044799317;3.104592656;6.137620166;5.848780045;5.898845666;5.875738456;5.791012021;0.075828832;0.045019219;0.052721622;0.029614412;0.040319385;3.234510674;6.241602609;5.810268029;5.856482448;5.852631247;5.791012021;0.09508484;0.056572824;0.087382437;0.041168017;0.040319385;3.364428693;6.422609085;5.802565626;5.844928843;5.86033365;5.787160819
20.75;0.07184483;0.04873762;0.060291225;0.037184016;0.044799317;3.113552519;6.083570543;5.844796043;5.894861664;5.867903253;5.783176818;0.075696032;0.044886419;0.052588822;0.029481612;0.035839453;3.256910333;6.191404188;5.817837632;5.856349648;5.848647245;5.790879221;0.09495204;0.060291225;0.079547233;0.044886419;0.044799317;3.38234842;6.391666672;5.802432826;5.848647245;5.856349648;5.787028019
21.00;0.07184483;0.04873762;0.056440024;0.037184016;0.044799317;3.122512382;6.045058527;5.848647245;5.894861664;5.856349648;5.787028019;0.075696032;0.044886419;0.056440024;0.029481612;0.035839453;3.265870196;6.145189769;5.821688834;5.856349648;5.856349648;5.798581624;0.09495204;0.060291225;0.083398435;0.044886419;0.044799317;3.391308283;6.360857059;5.813986431;5.848647245;5.856349648;5.790879221
21.25;0.07171203;0.04860482;0.056307224;0.037051215;0.049279249;3.131472246;5.987157703;5.875472856;5.898580066;5.86006805;5.798448824;0.07171203;0.040902417;0.052456022;0.029348812;0.035839453;3.279309991;6.106544953;5.829258437;5.86006805;5.86006805;5.802300026;0.09481924;0.064009627;0.075563232;0.040902417;0.044799317;3.404748078;6.322212243;5.817704832;5.852365647;5.863919251;5.794597622
21.50;0.07211043;0.04900322;0.056705624;0.037449616;0.049279249;3.131472246;5.976002498;5.864317652;5.895127264;5.887424861;5.794996023;0.075961632;0.045152019;0.04900322;0.029747212;0.040319385;3.27483006;6.09924095;5.841210442;5.864317652;5.868168853;5.814252031;0.09521764;0.060556825;0.091366438;0.045152019;0.040319385;3.404748078;6.276396224;5.821954434;5.852764047;5.864317652;5.814252031
21.75;0.07197763;0.04887042;0.056572824;0.037316816;0.049279249;3.140432109;5.964316093;5.844928843;5.88344086;5.856482448;5.767904811;0.07197763;0.045019219;0.052721622;0.029614412;0.035839453;3.288269855;6.07600094;5.841077642;5.864184852;5.86033365;5.814119231;0.09508484;0.064275227;0.083531235;0.04887042;0.049279249;3.413707942;6.237751408;5.821821634;5.852631247;5.86033365;5.814119231
22.00;0.07184483;0.04873762;0.056440024;0.037184016;0.049279249;3.153871904;5.937224882;5.879456858;5.902564068;5.852498447;5.752367205;0.07184483;0.044886419;0.052588822;0.029481612;0.040319385;3.315149445;6.056612132;5.852498447;5.86020085;5.867903253;5.817837632;0.098803241;0.060291225;0.064142427;0.04873762;0.040319385;3.440587532;6.187552987;5.829391237;5.856349648;5.871754455;5.817837632
22.25;0.07197763;0.04887042;0.056572824;0.037316816;0.049279249;3.158351836;5.948911287;5.879589658;5.906548069;5.844928843;5.729392795;0.075828832;0.045019219;0.04887042;0.029614412;0.035839453;3.324109308;6.025935319;5.848780045;5.864184852;5.86033365;5.817970432;0.09508484;0.068126428;0.087382437;0.045019219;0.044799317;3.449547395;6.129917763;5.825672835;5.848780045;5.864184852;5.814119231
22.50;0.07211043;0.04900322;0.060556825;0.037449616;0.05375918;3.158351836;5.960597692;5.887424861;5.910532071;5.841210442;5.71797199;0.07211043;0.045152019;0.04900322;0.029747212;0.040319385;3.32858924;6.022216918;5.848912845;5.86046645;5.856615248;5.818103232;0.09521764;0.064408027;0.079812833;0.045152019;0.040319385;3.454027327;6.09924095;5.829656837;5.848912845;5.86046645;5.806549627
22.75;0.068392029;0.049136021;0.056838424;0.037582416;0.05375918;3.140432109;5.9799865;5.895260065;5.902962468;5.829789637;5.694997581;0.07224323;0.045284819;0.049136021;0.029880012;0.040319385;3.337549103;6.022349718;5.849045645;5.86059925;5.86059925;5.814384831;0.09535044;0.060689625;0.087648037;0.045284819;0.040319385;3.458507259;6.072415339;5.829789637;5.856748048;5.852896847;5.802831226
23.00;0.068392029;0.049136021;0.056838424;0.037582416;0.05375918;3.041873612;5.987688903;5.906813669;5.895260065;5.829789637;5.691146379;0.07224323;0.049136021;0.052987222;0.029880012;0.040319385;3.350988898;6.033903322;5.86059925;5.864450452;5.872152855;5.822087234;0.09535044;0.087648037;0.091499238;0.045284819;0.044799317;3.476426985;6.064712935;5.841343242;5.86059925;5.86059925;5.798980024
23.25;0.07211043;0.04900322;0.064408027;0.037449616;0.05375918;3.041873612;5.983704901;5.902829668;5.887424861;5.852764047;5.679459974;0.07211043;0.045152019;0.052854422;0.029747212;0.040319385;3.359948762;6.037621724;5.864317652;5.864317652;5.864317652;5.814252031;0.09521764;0.079812833;0.083664035;0.045152019;0.049279249;3.485386849;6.037621724;5.841210442;5.856615248;5.864317652;5.810400829
23.50;0.067993628;0.04873762;0.060291225;0.037184016;0.058239112;3.046353544;6.002695309;5.88330806;5.879456858;5.875605656;5.671491971;0.07184483;0.044886419;0.056440024;0.029481612;0.040319385;3.364428693;6.045058527;5.864052051;5.864052051;5.856349648;5.813986431;0.09495204;0.064142427;0.075696032;0.044886419;0.044799317;3.494346712;6.021951317;5.840944842;5.848647245;5.86020085;5.813986431
23.75;0.067860828;0.04860482;0.056307224;0.037051215;0.058239112;3.059793339;5.9794553;5.879324058;5.875472856;5.867770453;5.652103163;0.07171203;0.044753619;0.052456022;0.029348812;0.044799317;3.30170965;6.056479332;5.863919251;5.863919251;5.863919251;5.825407235;0.09481924;0.083265635;0.083265635;0.040902417;0.044799317;3.507786507;6.010264913;5.840812042;5.848514445;5.863919251;5.817704832
24.00;0.067993628;0.04873762;0.056440024;0.037184016;0.058239112;3.064273271;5.964183293;5.875605656;5.86020085;5.852498447;5.652235963;0.07184483;0.044886419;0.056440024;0.029481612;0.040319385;3.256910333;6.068165737;5.871754455;5.867903253;5.867903253;5.821688834;0.09495204;0.079547233;0.079547233;0.044886419;0.044799317;3.512266439;6.006546511;5.844796043;5.852498447;5.864052051;5.817837632
24.25;0.068126428;0.04887042;0.056572824;0.037316816;0.058239112;3.077713066;5.960464892;5.868036053;5.848780045;5.829524037;5.640815158;0.07197763;0.045019219;0.052721622;0.029614412;0.040319385;3.279309991;6.079852142;5.875738456;5.868036053;5.871887255;5.825672835;0.09508484;0.075828832;0.075828832;0.041168017;0.044799317;3.449547395;5.998976908;5.848780045;5.856482448;5.864184852;5.817970432
24.50;0.067860828;0.04860482;0.056307224;0.037051215;0.062719044;3.073233134;5.967901695;5.856216848;5.833109639;5.829258437;5.628995953;0.07171203;0.044753619;0.060158425;0.033200014;0.044799317;3.288269855;6.091140146;5.875472856;5.863919251;5.871621655;5.821556034;0.09481924;0.079414433;0.079414433;0.044753619;0.044799317;3.395788215;5.994860106;5.848514445;5.856216848;5.863919251;5.817704832
24.75;0.068126428;0.04887042;0.060424025;0.037316816;0.062719044;3.077713066;5.968167295;5.848780045;5.829524037;5.841077642;5.625410352;0.075828832;0.04887042;0.060424025;0.029614412;0.044799317;3.30170965;6.110661755;5.891143263;5.875738456;5.875738456;5.829524037;0.091233638;0.07197763;0.091233638;0.045019219;0.044799317;3.418187873;6.010530513;5.856482448;5.864184852;5.871887255;5.825672835
25.00;0.067993628;0.04873762;0.060291225;0.037184016;0.067198975;3.077713066;5.968034495;5.833242439;5.813986431;5.840944842;5.606021544;0.07184483;0.044886419;0.052588822;0.029481612;0.044799317;3.310669513;6.114380156;5.887159261;5.871754455;5.864052051;5.829391237;0.091100838;0.067993628;0.07184483;0.044886419;0.044799317;3.431627668;6.006546511;5.852498447;5.86020085;5.864052051;5.821688834
25.25;0.067993628;0.04873762;0.060291225;0.037184016;0.067198975;3.077713066;5.952629689;5.817837632;5.802432826;5.829391237;5.590616737;0.07184483;0.044886419;0.056440024;0.029481612;0.044799317;3.324109308;6.122082559;5.891010463;5.871754455;5.875605656;5.821688834;0.091100838;0.083398435;0.079547233;0.044886419;0.044799317;3.449547395;6.006546511;5.856349648;5.864052051;5.867903253;5.829391237
25.50;0.063876827;0.04847202;0.056174423;0.036918415;0.071678907;3.077713066;5.944661685;5.806018427;5.775208814;5.817572032;5.571095129;0.07157923;0.044620819;0.056174423;0.029216012;0.044799317;3.333069171;6.129519362;5.894596064;5.879191258;5.871488855;5.821423234;0.090835238;0.063876827;0.075430432;0.044620819;0.044799317;3.458507259;6.017834516;5.85993525;5.871488855;5.871488855;5.832976838
25.75;0.064009627;0.04860482;0.056307224;0.037051215;0.071678907;3.077713066;5.93324088;5.783044018;5.759936808;5.794597622;5.559674324;0.07171203;0.044753619;0.052456022;0.029348812;0.044799317;3.350988898;6.129652163;5.894728864;5.879324058;5.871621655;5.817704832;0.090968038;0.07171203;0.07171203;0.044753619;0.049279249;3.471947054;6.029520921;5.863919251;5.86006805;5.867770453;5.829258437
26.00;0.064275227;0.04887042;0.056572824;0.037316816;0.076158839;3.077713066;5.887292061;5.775607215;5.737095198;5.783309618;5.52527911;0.07197763;0.045019219;0.04887042;0.029614412;0.044799317;3.35546883;6.126066561;5.898845666;5.879589658;5.871887255;5.817970432;0.091233638;0.07197763;0.075828832;0.045019219;0.044799317;3.480906917;6.045191327;5.864184852;5.856482448;5.868036053;5.829524037
26.25;0.064142427;0.04873762;0.056440024;0.037184016;0.076158839;3.082192997;5.848647245;5.756218406;5.729259995;5.779325616;5.47893189;0.07184483;0.041035217;0.04873762;0.029481612;0.044799317;3.359948762;6.129784963;5.906415269;5.879456858;5.875605656;5.817837632;0.091100838;0.07184483;0.087249636;0.041035217;0.049279249;3.494346712;6.056612132;5.867903253;5.86020085;5.871754455;5.825540035
26.50;0.064275227;0.04887042;0.056572824;0.037316816;0.08063877;3.086672929;5.791012021;5.752500005;5.729392795;5.783309618;5.390487054;0.07197763;0.045019219;0.056572824;0.029614412;0.044799317;3.377868488;6.133768964;5.918101674;5.898845666;5.879589658;5.825672835;0.091233638;0.060424025;0.075828832;0.045019219;0.049279249;3.512266439;6.072149738;5.875738456;5.864184852;5.875738456;5.829524037
26.75;0.067993628;0.04873762;0.056440024;0.037184016;0.085118702;3.077713066;5.76392081;5.713855189;5.713855189;5.752367205;5.355693439;0.07184483;0.044886419;0.052588822;0.029481612;0.044799317;3.373388557;6.122082559;5.917968874;5.898712866;5.879456858;5.821688834;0.091100838;0.067993628;0.083398435;0.041035217;0.049279249;3.512266439;6.07586814;5.875605656;5.86020085;5.875605656;5.833242439
27.00;0.063876827;0.04847202;0.056174423;0.036918415;0.089598634;3.086672929;5.744399201;5.675077572;5.713589589;5.732845597;5.289957411;0.07157923;0.044620819;0.052323222;0.029216012;0.049279249;3.395788215;6.121816959;5.917703274;5.906149669;5.883042459;5.81372083;0.090835238;0.079281633;0.079281633;0.040769617;0.049279249;3.525706234;6.083304943;5.879191258;5.85993525;5.875340056;5.832976838
27.25;0.064142427;0.04873762;0.056440024;0.037184016;0.089598634;3.086672929;5.686896777;5.648384761;5.706152785;5.71770639;5.197794173;0.07184483;0.044886419;0.056440024;0.029481612;0.049279249;3.404748078;6.122082559;5.921820076;5.906415269;5.887159261;5.813986431;0.091100838;0.075696032;0.07184483;0.041035217;0.049279249;3.539146029;6.091272946;5.879456858;5.86020085;5.879456858;5.825540035
27.50;0.064142427;0.04873762;0.056440024;0.037184016;0.098558497;3.091152861;5.710003987;5.625277552;5.702301584;5.710003987;5.101514133;0.07184483;0.044886419;0.052588822;0.029481612;0.05375918;3.422667805;6.129784963;5.921820076;5.906415269;5.887159261;5.806284027;0.091100838;0.07184483;0.075696032;0.041035217;0.049279249;3.552585824;6.09897535;5.879456858;5.856349648;5.879456858;5.825540035
27.75;0.064275227;0.04887042;0.056572824;0.037316816;0.098558497;3.086672929;5.706285586;5.606154344;5.683178376;5.706285586;5.005366893;0.07197763;0.045019219;0.052721622;0.029614412;0.049279249;3.427147737;6.126066561;5.925804077;5.894994464;5.887292061;5.798714424;0.091233638;0.064275227;0.079680033;0.045019219;0.049279249;3.561545687;6.102959351;5.879589658;5.86033365;5.879589658;5.817970432
28.00;0.064142427;0.04873762;0.056440024;0.037184016;0.10751836;3.086672929;5.663789568;5.590616737;5.671491971;5.686896777;4.920507657;0.07184483;0.044886419;0.052588822;0.029481612;0.049279249;3.440587532;6.122082559;5.925671277;5.887159261;5.891010463;5.798581624;0.091100838;0.067993628;0.079547233;0.041035217;0.049279249;3.574985482;6.102826551;5.879456858;5.856349648;5.875605656;5.817837632
28.25;0.064009627;0.04860482;0.056307224;0.037051215;0.111998292;3.086672929;5.671359171;5.582781534;5.64440076;5.663656768;4.816392413;0.07171203;0.04860482;0.052456022;0.029348812;0.049279249;3.454027327;6.114247356;5.929389679;5.883175259;5.890877663;5.783044018;0.090968038;0.07171203;0.07171203;0.040902417;0.049279249;3.588425277;6.102693751;5.879324058;5.852365647;5.887026461;5.817704832
28.50;0.063611227;0.04820642;0.055908823;0.036652815;0.116478224;3.082192997;5.690216779;5.559275924;5.601639142;5.632448755;4.738969981;0.07131363;0.044355219;0.04820642;0.028950412;0.05375918;3.46298719;6.106146553;5.928991279;5.875074456;5.886628061;5.767240811;0.090569638;0.07131363;0.082867235;0.040504017;0.049279249;3.601865072;6.102295351;5.875074456;5.848116045;5.875074456;5.801901625
28.75;0.063876827;0.04847202;0.056174423;0.036918415;0.120958155;3.082192997;5.659672766;5.532583113;5.574946331;5.628863153;4.719979573;0.067728028;0.044620819;0.04847202;0.029216012;0.05375918;3.480906917;6.110263354;5.93310808;5.875340056;5.886893661;5.767506411;0.090835238;0.07157923;0.083132835;0.040769617;0.058239112;3.615304867;6.106412153;5.879191258;5.852232847;5.875340056;5.794464822
29.00;0.063876827;0.04847202;0.060025625;0.036918415;0.129918019;3.086672929;5.636565556;5.5017735;5.563392726;5.609607145;4.708425968;0.07157923;0.044620819;0.052323222;0.029216012;0.05375918;3.498826644;6.110263354;5.936959282;5.879191258;5.894596064;5.755952806;0.090835238;0.079281633;0.079281633;0.040769617;0.05375918;3.633224594;6.106412153;5.886893661;5.856084048;5.883042459;5.786762419
29.25;0.060025625;0.04847202;0.056174423;0.036918415;0.13439795;3.086672929;5.563392726;5.482517492;5.52488071;5.578797532;4.700723565;0.067728028;0.044620819;0.052323222;0.029216012;0.05375918;3.512266439;6.110263354;5.944661685;5.883042459;5.890744863;5.752101605;0.090835238;0.063876827;0.079281633;0.040769617;0.05375918;3.646664389;6.106412153;5.886893661;5.856084048;5.883042459;5.775208814
29.50;0.060025625;0.04847202;0.056174423;0.036918415;0.147837746;3.086672929;5.547987919;5.432451871;5.463261484;5.521029508;4.685318759;0.07157923;0.044620819;0.060025625;0.029216012;0.058239112;3.530186165;6.110263354;5.93310808;5.863786451;5.879191258;5.725143193;0.086984036;0.075430432;0.07157923;0.040769617;0.05375918;3.660104184;6.110263354;5.883042459;5.848381645;5.871488855;5.755952806
29.75;0.060158425;0.04860482;0.056307224;0.037051215;0.156797609;3.086672929;5.517311107;5.374816647;5.455691881;5.486501494;4.662344349;0.067860828;0.044753619;0.052456022;0.033200014;0.058239112;3.539146029;6.110396154;5.940943284;5.879324058;5.883175259;5.713722389;0.087116836;0.079414433;0.075563232;0.044753619;0.05375918;3.673543979;6.106544953;5.887026461;5.848514445;5.879324058;5.76378801
30.00;0.060025625;0.04847202;0.060025625;0.036918415;0.165757472;3.077713066;5.494071097;5.228338186;5.444005476;5.444005476;4.646806743;0.067728028;0.044620819;0.04847202;0.029216012;0.062719044;3.543625961;6.102560951;5.940810484;5.879191258;5.883042459;5.694333581;0.086984036;0.067728028;0.086984036;0.040769617;0.05375918;3.682503843;6.09870975;5.886893661;5.840679242;5.875340056;5.76365521
30.25;0.060424025;0.04887042;0.056572824;0.037316816;0.174717336;3.077713066;5.459808682;5.16711736;5.421296666;5.409743062;4.635651538;0.068126428;0.041168017;0.04887042;0.029614412;0.062719044;3.557065756;6.102959351;5.941208884;5.875738456;5.891143263;5.683178376;0.087382437;0.07197763;0.083531235;0.041168017;0.05375918;3.695943638;6.106810553;5.88344086;5.841077642;5.871887255;5.76405361
30.50;0.060158425;0.04860482;0.056307224;0.037051215;0.188157131;3.073233134;5.432584671;5.147595752;5.40562626;5.394072655;4.627683535;0.07171203;0.044753619;0.04860482;0.029348812;0.067198975;3.574985482;6.106544953;5.944794485;5.875472856;5.887026461;5.682912776;0.087116836;0.067860828;0.075563232;0.040902417;0.058239112;3.709383433;6.114247356;5.887026461;5.83696084;5.875472856;5.759936808
30.75;0.060291225;0.04873762;0.056440024;0.033332814;0.197116994;3.077713066;5.374949447;5.105365334;5.394205455;5.371098245;4.612411528;0.067993628;0.044886419;0.04873762;0.029481612;0.067198975;3.583945346;6.110528955;5.948778487;5.879456858;5.894861664;5.671491971;0.087249636;0.067993628;0.087249636;0.044886419;0.058239112;3.722823228;6.110528955;5.891010463;5.83709364;5.879456858;5.756218406
31.00;0.064009627;0.04860482;0.060158425;0.033200014;0.210556789;3.073233134;5.328602228;5.082125325;5.359411841;5.351709437;4.59302272;0.067860828;0.040902417;0.052456022;0.029348812;0.067198975;3.583945346;6.114247356;5.944794485;5.867770453;5.887026461;5.663656768;0.087116836;0.07171203;0.075563232;0.040902417;0.062719044;3.72730316;6.114247356;5.883175259;5.829258437;5.871621655;5.736829598
31.25;0.060158425;0.04860482;0.056307224;0.037051215;0.228476516;3.073233134;5.220768583;5.001250091;5.328602228;5.336304631;4.59302272;0.067860828;0.040902417;0.052456022;0.029348812;0.071678907;3.597385141;6.121949759;5.952496888;5.867770453;5.890877663;5.652103163;0.087116836;0.083265635;0.075563232;0.040902417;0.062719044;3.749702818;6.121949759;5.890877663;5.833109639;5.875472856;5.71757359
