"TestId"	"AddId"	"concentration"	"reliability_tag"	"log.x"	"log.y"	"nboot.gc"	"mu.linfit"	"tD.linfit"	"lambda.linfit"	"dY.linfit"	"A.linfit"	"tmu.start.linfit"	"tmu.end.linfit"	"r2mu.linfit"	"reliable_fit.linfit"	"reliable_fit2.linfit"	"mu.spline"	"tD.spline"	"tmax.spline"	"lambda.spline"	"y0.spline"	"A.spline"	"dY.spline"	"integral.spline"	"reliable_fit.spline"	"reliable_fit2.spline"	"smooth.spline"
"SEM1.4 uvrYE197K fabBL77P"	"1"	"80"	"TRUE"	"FALSE"	"TRUE"	"0"	"0.499162315378815"	"1.38862081372051"	"3.36060865799861"	"3.338"	"3.44"	"6.5"	"9.004167"	"0.99942231005923"	"TRUE"	"FALSE"	"0.489453290970995"	"1.41616614567011"	"7.254167"	"3.24497877899066"	"0.0950210255234438"	"3.38416741326462"	"3.28914638774118"	"202.382078067157"	"TRUE"	"FALSE"	"0.55"
"SEM1.4 uvrYE197K fabBL77P"	"2"	"80"	"TRUE"	"FALSE"	"TRUE"	"0"	"0.480615039596837"	"1.44220867732602"	"3.08328062700013"	"3.306"	"3.405"	"6.254167"	"9.004167"	"0.999732531584669"	"TRUE"	"FALSE"	"0.481799095076812"	"1.43866434711638"	"7.004167"	"3.06027807173036"	"0.0908537100934232"	"3.36142756214024"	"3.27057385204681"	"204.560218327196"	"TRUE"	"FALSE"	"0.55"
"SEM1.4 uvrYE197K fabBL77P"	"3"	"80"	"TRUE"	"FALSE"	"TRUE"	"0"	"0.508096736149681"	"1.3642031747981"	"3.26846331807777"	"3.315"	"3.391"	"7.004167"	"9.504167"	"0.999046883541836"	"TRUE"	"FALSE"	"0.511119128109374"	"1.35613625560032"	"7.254167"	"3.25414568063778"	"0.0705109662192323"	"3.33652842718185"	"3.26601746096262"	"219.206316892861"	"TRUE"	"FALSE"	"0.55"
"SEM1.4 uvrYE197K fabBL77P"	"1"	"100"	"TRUE"	"FALSE"	"TRUE"	"0"	"0.462995953080352"	"1.49709122930423"	"6.56093512605443"	"3.732"	"3.834"	"10.00417"	"13.00417"	"0.998676783889923"	"TRUE"	"FALSE"	"0.457726212216903"	"1.51432704105546"	"10.75"	"6.47681599941222"	"0.102044159952428"	"3.77977097432353"	"3.6777268143711"	"199.767543337782"	"TRUE"	"FALSE"	"0.55"
"SEM1.4 uvrYE197K fabBL77P"	"2"	"100"	"TRUE"	"FALSE"	"TRUE"	"0"	"0.44107089480854"	"1.57150967955124"	"6.07935810716258"	"3.675"	"3.778"	"9.504167"	"12.50417"	"0.9994966844034"	"TRUE"	"FALSE"	"0.436860814114022"	"1.58665450909275"	"10.75"	"6.01006229742479"	"0.101642266831913"	"3.73360744567454"	"3.63196517884262"	"199.578207247216"	"TRUE"	"FALSE"	"0.55"
"SEM1.4 uvrYE197K fabBL77P"	"3"	"100"	"TRUE"	"FALSE"	"TRUE"	"0"	"0.47421303370663"	"1.46167888963752"	"6.79861151655515"	"3.808"	"3.89"	"10.25417"	"13.25417"	"0.999009998318681"	"TRUE"	"FALSE"	"0.471060901352076"	"1.47145980184392"	"11.25417"	"6.73304300609301"	"0.0815876057817082"	"3.79853363215142"	"3.71694602636971"	"211.993493431135"	"TRUE"	"FALSE"	"0.55"
"SEM1.4 uvrYE197K fabBL77P"	"1"	"120"	"TRUE"	"FALSE"	"TRUE"	"0"	"0.442474042801375"	"1.56652619930317"	"14.9774037834282"	"4.079"	"4.186"	"18.50417"	"21.50417"	"0.998816094487161"	"TRUE"	"FALSE"	"0.432523967905448"	"1.60256363113609"	"19.75"	"14.8394742075508"	"0.10586001475318"	"4.09024473899072"	"3.98438472423753"	"179.086157329768"	"TRUE"	"FALSE"	"0.55"
"SEM1.4 uvrYE197K fabBL77P"	"2"	"120"	"TRUE"	"FALSE"	"TRUE"	"0"	"0.429827112703742"	"1.61261856237928"	"15.0619954036383"	"4.09"	"4.199"	"19.00417"	"22.00417"	"0.999120250841643"	"TRUE"	"FALSE"	"0.420300397880492"	"1.64917088838216"	"20"	"14.9131733974763"	"0.109039935908504"	"4.10912164171487"	"4.00008170580637"	"178.481515577432"	"TRUE"	"FALSE"	"0.55"
"SEM1.4 uvrYE197K fabBL77P"	"3"	"120"	"TRUE"	"FALSE"	"TRUE"	"0"	"0.45410790124587"	"1.52639312960259"	"14.6196170615945"	"4.205"	"4.29"	"18.50417"	"21.50417"	"0.998051161753715"	"TRUE"	"FALSE"	"0.443376259026584"	"1.56333851091108"	"19.75"	"14.4663182010587"	"0.0860561403325475"	"4.19230670624783"	"4.10625056591528"	"193.197248349557"	"TRUE"	"FALSE"	"0.55"
"SEM1.4 uvrYE197K fabBL77P"	"1"	"140"	"TRUE"	"FALSE"	"TRUE"	"0"	"0.417048484001635"	"1.66203021267241"	"31.4305885052275"	"4.379"	"4.495"	"34.75417"	"38.75417"	"0.999441178568846"	"TRUE"	"FALSE"	"0.417138572220286"	"1.6616712687838"	"36.75417"	"31.4201408317531"	"0.116216862258193"	"4.41801090508577"	"4.30179404282758"	"129.525242700496"	"TRUE"	"FALSE"	"0.55"
"SEM1.4 uvrYE197K fabBL77P"	"2"	"140"	"TRUE"	"FALSE"	"TRUE"	"0"	"0.434936908773597"	"1.59367293641377"	"33.2610502539333"	"4.412"	"4.524"	"37.00417"	"40.50417"	"0.998477613581721"	"TRUE"	"FALSE"	"0.426375823340217"	"1.62567186649995"	"38.50417"	"33.1327453122905"	"0.111309592593992"	"4.46132871219023"	"4.35001911959624"	"126.359278896623"	"TRUE"	"FALSE"	"0.55"
